Vehicle Type,Avg VTAT,Avg CTAT,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
Go Mini,13.4,27.8,560.0,25.68,4.3,4.5,0
Bike,10.1,39.3,439.0,44.05,4.6,4.6,0
Bike,10.7,32.0,83.0,16.64,4.2,4.1,4
Premier Sedan,6.3,19.5,171.0,32.47,4.9,3.4,1
Uber XL,6.5,16.8,401.0,22.96,3.8,4.5,4
Premier Sedan,5.2,43.9,1320.0,39.7,4.9,4.9,2
Go Sedan,14.0,24.3,1614.0,34.5,4.3,4.3,2
Go Sedan,10.6,26.8,879.0,22.24,4.8,4.3,0
Go Mini,5.4,19.0,218.0,23.13,4.8,4.5,0
Bike,4.6,39.5,165.0,39.31,4.3,4.7,0
Auto,12.5,23.2,221.0,49.17,3.7,4.3,0
Auto,5.4,19.0,474.0,46.22,4.2,4.6,1
Bike,2.6,23.4,820.0,22.06,4.0,4.4,3
Bike,7.5,40.0,358.0,23.98,4.3,5.0,0
Premier Sedan,4.0,36.4,489.0,45.72,4.7,4.9,3
Premier Sedan,4.3,43.5,55.0,3.02,4.6,4.8,4
Go Sedan,4.8,29.3,395.0,14.95,4.5,4.2,3
Auto,6.4,21.2,69.0,7.76,4.4,4.7,0
Go Sedan,14.6,33.1,265.0,7.95,4.5,4.7,0
Bike,3.0,43.9,302.0,44.57,4.7,4.6,3
Go Sedan,14.3,23.9,464.0,10.81,4.1,4.4,3
Bike,2.7,30.7,224.0,24.44,4.2,4.2,0
Auto,9.1,41.4,237.0,23.63,4.3,4.9,3
Auto,10.7,36.7,699.0,48.74,4.3,4.4,3
Premier Sedan,8.2,21.8,158.0,26.74,3.2,5.0,4
Auto,7.3,36.5,202.0,37.39,3.7,4.2,3
Go Mini,9.3,17.3,798.0,13.98,4.7,4.4,3
Auto,9.5,41.6,264.0,34.07,3.9,3.1,2
Go Sedan,10.9,18.8,324.0,43.53,4.4,4.7,3
Go Mini,10.9,43.5,500.0,36.77,4.2,4.6,3
Bike,9.4,44.9,440.0,28.46,4.3,3.6,3
Auto,12.1,37.7,460.0,33.84,4.1,4.5,3
Bike,12.3,37.9,1940.0,27.6,4.1,4.3,0
Auto,2.6,35.3,1216.0,44.04,4.3,3.3,3
Go Mini,10.3,33.3,187.0,40.04,4.3,4.2,3
Auto,6.4,17.2,478.0,48.62,4.2,3.2,3
Go Mini,3.2,34.4,791.0,6.07,4.1,4.0,1
Go Sedan,12.0,44.2,636.0,15.26,4.3,4.6,3
eBike,2.1,17.3,499.0,36.76,4.6,4.2,3
Premier Sedan,10.9,37.7,1350.0,11.48,4.5,4.9,4
eBike,2.9,31.8,461.0,12.59,4.4,4.7,3
Go Mini,7.9,44.7,170.0,31.74,4.4,4.5,1
Go Sedan,10.8,37.8,558.0,38.7,4.2,4.9,3
Auto,12.1,32.4,288.0,4.38,4.2,3.7,3
Bike,9.4,29.5,133.0,29.31,4.4,4.8,1
Premier Sedan,12.5,28.5,123.0,2.35,3.9,4.6,0
Auto,3.3,30.3,629.0,41.18,4.2,4.2,4
Premier Sedan,12.7,40.7,201.0,49.37,4.5,4.1,0
Premier Sedan,3.8,29.7,419.0,38.83,3.8,4.3,0
Go Sedan,6.7,32.9,759.0,7.37,4.6,4.2,2
Auto,14.7,29.5,399.0,48.69,4.2,4.7,1
Go Mini,6.5,42.3,276.0,18.51,4.6,4.3,3
Bike,3.3,25.7,1354.0,36.02,3.8,3.6,0
Bike,13.3,16.0,529.0,7.92,3.2,4.1,2
Auto,12.1,16.4,306.0,20.57,3.7,4.6,3
eBike,7.1,38.2,535.0,49.73,4.5,4.9,0
Auto,2.2,30.5,200.0,26.7,3.9,4.8,0
Go Mini,10.7,17.1,362.0,38.89,4.4,4.8,1
Auto,8.6,23.0,337.0,30.05,4.6,4.8,0
Bike,5.6,41.7,558.0,26.69,4.1,4.3,0
Bike,2.9,16.2,800.0,48.89,4.2,4.5,3
Go Sedan,11.3,24.1,654.0,49.07,4.9,3.9,3
Bike,13.0,23.3,171.0,16.41,4.2,4.0,3
eBike,7.1,25.4,471.0,49.85,4.8,4.5,3
Premier Sedan,7.7,41.0,326.0,36.43,3.9,3.7,3
Go Sedan,4.6,21.0,142.0,12.32,4.5,4.6,3
Bike,14.2,35.0,234.0,21.61,4.9,5.0,0
Premier Sedan,5.3,21.1,203.0,14.94,3.8,5.0,3
Go Mini,5.2,18.7,1117.0,7.03,3.7,4.7,3
Go Sedan,2.3,16.5,394.0,37.69,4.9,4.4,0
Premier Sedan,8.0,16.9,354.0,41.21,4.6,4.8,3
Premier Sedan,10.1,24.9,184.0,29.02,3.7,4.1,3
Bike,5.8,28.3,163.0,13.87,4.6,3.0,0
Go Sedan,9.9,36.1,221.0,41.05,4.6,4.1,2
Auto,2.6,21.6,994.0,7.78,4.1,4.2,1
Auto,12.3,43.2,266.0,36.27,3.9,4.5,3
Bike,10.9,19.6,111.0,16.94,3.9,4.4,0
Premier Sedan,3.5,28.0,442.0,38.08,4.6,4.3,3
Auto,15.0,24.2,169.0,7.46,4.5,4.1,3
Auto,3.7,23.8,98.0,20.8,4.4,3.7,2
Auto,13.7,29.0,1311.0,8.24,4.2,4.1,3
Premier Sedan,3.7,34.2,805.0,28.75,3.4,4.2,4
Go Mini,5.8,35.6,396.0,30.69,3.1,4.6,4
Premier Sedan,3.6,34.2,827.0,9.44,3.9,5.0,4
Bike,6.6,37.0,269.0,11.46,3.2,4.8,3
Bike,6.0,35.8,910.0,18.67,4.3,4.3,2
eBike,9.3,37.5,215.0,44.66,3.8,4.5,1
Bike,12.8,28.7,613.0,28.5,4.2,4.4,3
Auto,9.1,16.2,393.0,9.39,3.7,4.2,3
Go Mini,12.0,28.1,64.0,45.95,4.6,4.6,1
Auto,8.3,33.5,229.0,23.54,3.9,3.3,3
Auto,11.8,16.5,200.0,37.57,5.0,4.8,0
Bike,11.3,17.7,417.0,48.34,4.0,4.3,0
Auto,14.9,35.3,292.0,13.21,3.9,4.7,3
Premier Sedan,11.5,15.1,1284.0,33.16,3.4,4.7,2
Go Mini,4.1,21.2,791.0,17.31,3.7,4.7,3
Bike,2.0,42.2,304.0,37.93,4.3,4.2,0
Go Mini,5.9,41.5,404.0,37.4,3.5,4.6,0
Auto,14.0,32.7,109.0,28.6,3.4,4.2,0
Go Mini,14.7,15.4,506.0,38.66,4.6,5.0,0
eBike,9.5,32.0,150.0,39.67,4.2,5.0,0
Auto,13.3,19.5,196.0,42.26,4.0,4.4,3
Auto,14.8,28.9,655.0,28.14,4.5,4.1,3
Go Sedan,7.9,27.9,408.0,48.57,4.4,4.4,3
Go Sedan,12.6,41.5,397.0,30.58,3.8,4.6,3
Auto,14.3,37.6,1079.0,18.74,4.7,4.0,3
Go Sedan,10.7,26.5,247.0,42.88,4.3,4.3,0
eBike,3.0,44.7,150.0,12.82,3.3,4.6,3
Go Sedan,14.9,27.2,532.0,18.48,3.7,4.1,3
Go Sedan,5.3,20.2,79.0,9.14,4.3,4.9,1
Auto,6.7,29.4,693.0,3.81,4.3,4.6,3
Go Mini,6.2,22.7,116.0,26.65,4.3,5.0,3
Premier Sedan,9.0,42.6,822.0,43.07,4.6,4.6,0
Go Mini,7.6,21.5,1149.0,19.57,4.4,4.3,0
Auto,5.8,23.0,213.0,42.06,4.7,4.6,3
Auto,2.9,28.8,135.0,31.41,4.2,3.8,3
eBike,6.7,36.9,606.0,23.03,4.9,4.6,0
Go Mini,10.8,21.5,1167.0,19.91,4.2,5.0,0
Premier Sedan,8.7,19.8,341.0,34.89,4.6,4.9,4
Bike,8.1,20.2,693.0,49.23,4.5,4.7,1
eBike,12.1,15.2,327.0,3.18,4.3,4.6,3
Auto,12.2,25.0,268.0,12.76,4.3,4.5,3
Go Mini,13.9,31.8,187.0,20.3,4.3,4.2,0
Go Mini,2.3,15.3,536.0,23.28,3.3,5.0,1
Go Mini,2.2,16.5,820.0,36.23,3.7,4.6,0
Go Mini,10.3,16.9,191.0,24.2,4.6,4.7,1
Bike,13.0,16.2,329.0,8.28,4.5,5.0,2
eBike,8.9,30.1,456.0,29.75,3.7,4.2,3
Go Sedan,6.1,25.5,137.0,43.55,4.3,4.9,3
Go Mini,12.3,27.2,959.0,9.54,3.7,3.3,3
Auto,7.1,31.9,55.0,15.62,4.4,4.2,0
Go Mini,5.1,34.8,236.0,9.18,3.8,4.9,3
Uber XL,10.9,20.8,351.0,44.94,5.0,4.4,0
Auto,3.4,40.3,153.0,17.72,4.1,4.3,0
Go Mini,13.5,22.1,458.0,8.14,3.3,4.3,3
eBike,6.2,33.9,216.0,34.42,3.1,4.9,3
Go Sedan,7.6,44.8,405.0,19.11,3.6,4.3,2
Go Mini,11.1,39.6,97.0,8.69,3.2,4.1,0
Bike,6.3,35.3,387.0,35.07,5.0,4.2,3
Go Mini,3.3,21.7,358.0,8.78,3.7,4.5,3
Go Sedan,2.1,38.6,784.0,45.62,4.4,4.7,3
Go Sedan,8.6,16.6,314.0,31.91,4.3,4.3,0
Uber XL,5.0,17.7,802.0,12.66,4.2,4.6,4
Go Sedan,4.0,24.6,746.0,35.3,3.9,3.9,0
Go Mini,4.7,38.6,605.0,23.92,4.5,5.0,3
eBike,2.9,32.5,1531.0,18.37,4.3,4.2,4
Go Sedan,6.6,19.6,343.0,31.47,4.1,4.9,2
Bike,5.0,29.4,76.0,27.43,4.4,4.8,3
Go Sedan,14.3,42.9,213.0,29.03,4.8,4.8,4
Bike,11.8,26.5,171.0,20.9,4.6,4.4,0
Go Mini,2.6,43.9,422.0,40.01,3.8,4.3,3
Go Sedan,5.0,15.1,659.0,30.08,4.4,3.6,2
Auto,10.5,38.9,279.0,43.33,3.8,4.9,3
Go Mini,11.5,22.5,2908.0,23.65,4.2,5.0,2
Go Sedan,4.8,30.9,726.0,40.97,4.1,4.9,0
Auto,10.4,44.9,54.0,23.39,4.4,4.7,0
Premier Sedan,7.5,20.8,321.0,46.44,4.4,3.2,0
Bike,7.5,21.3,790.0,43.79,4.8,4.6,3
Bike,14.8,27.0,56.0,32.82,4.6,4.9,1
Bike,10.3,29.2,889.0,19.82,4.7,3.9,2
Auto,4.1,37.8,722.0,40.0,3.8,4.9,0
Go Mini,13.9,30.3,175.0,40.66,4.1,4.5,3
Go Mini,7.9,16.3,539.0,10.89,4.7,4.2,3
Go Mini,11.8,43.6,822.0,41.4,4.1,4.3,3
Bike,7.2,32.0,298.0,34.71,4.6,4.4,1
Auto,2.1,41.8,812.0,34.68,4.3,3.9,3
Auto,2.4,24.8,761.0,26.32,4.2,4.3,3
eBike,11.8,32.1,313.0,13.5,3.4,4.9,3
Go Mini,10.8,29.2,217.0,11.82,3.9,3.3,0
Go Sedan,4.6,29.4,811.0,12.7,4.2,4.2,3
Auto,10.6,40.2,438.0,25.71,4.2,4.6,1
Auto,10.5,28.7,294.0,6.61,4.3,4.7,1
Auto,5.2,36.9,272.0,12.56,4.7,4.9,0
Premier Sedan,5.4,44.3,173.0,2.73,5.0,4.9,3
Auto,6.7,44.8,145.0,36.0,3.2,4.6,3
Go Mini,4.5,40.0,252.0,38.16,5.0,4.3,3
Bike,13.2,17.0,74.0,4.15,4.1,4.2,4
eBike,5.1,30.1,944.0,16.7,4.6,4.3,3
Auto,14.1,37.7,758.0,18.83,4.3,4.2,0
Go Mini,13.9,41.6,57.0,49.95,4.4,4.7,0
Auto,5.7,38.5,130.0,20.92,4.3,4.6,3
Premier Sedan,14.0,36.2,795.0,19.56,3.9,4.2,3
Bike,10.3,20.4,304.0,41.14,4.7,3.9,0
Go Mini,14.7,23.2,147.0,2.84,3.7,4.9,4
Auto,4.8,28.4,215.0,16.41,4.2,3.8,3
Bike,4.1,31.8,315.0,33.14,3.7,4.3,2
Go Mini,12.0,37.8,737.0,41.78,4.4,3.7,3
Premier Sedan,5.0,44.3,109.0,8.55,4.6,4.9,3
Auto,3.8,20.1,142.0,38.69,4.0,4.5,4
Go Mini,7.3,16.6,415.0,28.51,4.3,4.6,3
Go Sedan,8.7,28.5,329.0,49.0,4.2,4.6,3
Auto,4.5,16.2,960.0,15.82,4.4,3.7,3
Auto,4.4,28.1,227.0,46.75,4.9,4.2,3
Go Sedan,5.0,42.0,450.0,17.94,4.5,4.2,0
Go Sedan,11.4,41.1,241.0,33.29,3.8,4.7,0
Bike,7.7,42.6,781.0,48.44,4.2,4.7,1
Uber XL,14.3,26.0,284.0,16.97,3.6,4.7,3
Bike,5.0,32.6,245.0,12.28,4.1,4.2,0
Go Mini,3.2,24.9,184.0,45.91,4.3,4.3,0
Bike,12.3,23.3,516.0,48.33,4.2,4.8,3
Go Sedan,7.5,44.8,315.0,14.16,3.8,5.0,3
Auto,4.8,15.9,686.0,26.44,4.0,4.9,3
Bike,14.7,42.2,203.0,40.61,4.3,5.0,4
eBike,10.0,20.8,332.0,22.06,4.2,4.7,3
Auto,12.9,37.4,326.0,32.21,4.4,4.9,3
Go Sedan,11.4,39.8,159.0,33.07,4.1,4.5,1
Premier Sedan,7.5,41.2,325.0,4.01,4.9,4.2,3
Auto,6.8,29.7,378.0,30.94,4.2,4.6,3
Premier Sedan,11.4,32.6,150.0,11.04,4.1,5.0,3
eBike,4.5,21.3,329.0,42.71,4.5,4.3,0
Go Sedan,7.9,33.9,84.0,37.66,4.3,4.7,0
Go Sedan,13.7,33.1,1124.0,5.28,4.2,3.8,3
Auto,5.5,29.7,1628.0,48.93,3.7,4.5,3
Bike,2.9,19.4,408.0,38.98,3.3,4.8,3
Auto,8.1,33.4,447.0,35.67,3.8,4.2,4
Go Mini,6.7,27.6,3250.0,38.13,4.2,4.5,3
eBike,14.1,18.2,493.0,24.71,3.2,4.5,4
Uber XL,9.8,44.4,417.0,49.95,4.2,4.1,1
Go Sedan,13.3,43.9,105.0,38.72,4.2,4.9,1
Premier Sedan,5.7,28.4,941.0,45.71,3.4,4.2,0
Go Sedan,2.1,18.6,880.0,23.26,4.1,4.2,3
Go Mini,8.6,39.1,678.0,46.99,4.3,3.8,4
Go Mini,9.5,26.8,638.0,27.47,4.4,3.6,3
Premier Sedan,7.4,30.3,1280.0,44.62,3.0,4.3,3
Bike,11.7,28.8,234.0,23.17,4.9,3.8,3
Bike,11.8,34.7,820.0,48.11,4.8,4.6,4
Go Sedan,7.9,36.9,237.0,32.96,3.9,4.3,3
Auto,9.1,40.5,169.0,41.18,3.9,4.3,3
Auto,10.4,35.3,216.0,18.1,4.6,4.5,3
Auto,6.5,30.5,484.0,3.35,4.3,4.6,2
Go Sedan,11.2,42.2,288.0,8.25,4.6,4.5,1
Go Mini,2.0,41.1,179.0,22.27,4.2,4.4,4
Go Sedan,3.6,30.6,1042.0,25.72,4.4,4.1,3
Auto,2.6,32.8,261.0,36.71,4.9,4.2,3
Auto,10.1,34.2,405.0,34.69,4.7,4.2,3
Bike,8.3,21.3,89.0,49.17,4.3,4.3,3
Bike,4.5,37.0,649.0,29.85,4.5,4.7,0
Bike,14.8,43.7,754.0,38.88,3.9,4.5,0
Auto,9.9,20.4,264.0,29.2,5.0,4.6,1
Go Mini,9.8,19.8,850.0,48.31,3.2,3.7,0
Uber XL,2.5,36.2,1486.0,19.45,4.3,4.4,3
Go Mini,11.2,31.6,417.0,6.83,4.5,4.6,3
Premier Sedan,5.6,22.5,854.0,2.15,4.3,4.9,4
Bike,4.5,34.3,58.0,8.39,5.0,5.0,3
Go Mini,10.7,33.1,215.0,29.17,3.1,4.5,1
Auto,2.9,16.7,514.0,33.15,4.2,4.3,3
Bike,5.2,28.5,287.0,15.34,4.9,4.2,4
Go Mini,7.2,23.3,309.0,26.19,4.7,3.8,0
Auto,13.6,40.3,85.0,27.4,3.9,4.3,0
Auto,9.7,25.0,553.0,5.02,3.4,5.0,1
Go Sedan,14.0,22.6,107.0,29.19,4.1,4.6,3
Go Mini,9.6,24.4,1088.0,7.24,4.8,4.3,4
Premier Sedan,13.5,31.2,125.0,22.82,4.3,4.0,1
Premier Sedan,10.9,33.4,401.0,29.63,4.3,4.8,2
Bike,11.9,24.7,333.0,42.74,4.3,4.8,3
Go Mini,9.7,23.2,491.0,40.47,4.6,4.5,4
Go Mini,5.9,32.8,482.0,33.45,3.8,4.6,3
Premier Sedan,13.0,27.4,777.0,36.7,3.8,3.5,3
Bike,7.6,43.3,649.0,15.88,3.0,4.2,3
Uber XL,7.5,33.2,616.0,26.14,4.8,4.6,3
Premier Sedan,14.4,25.4,304.0,17.22,4.6,4.2,2
eBike,8.4,27.6,119.0,13.99,4.3,4.2,3
Auto,10.1,26.6,124.0,41.64,3.8,4.6,2
Go Mini,13.4,31.1,319.0,39.03,3.7,4.4,3
Go Mini,5.3,35.4,86.0,45.52,4.3,4.6,2
Bike,14.0,23.7,198.0,42.44,4.6,4.4,3
eBike,5.2,22.2,377.0,40.01,3.6,3.6,3
Auto,7.1,30.4,229.0,40.27,4.4,4.7,0
Go Mini,10.0,25.9,300.0,18.06,4.1,4.2,1
Auto,3.2,30.6,285.0,48.15,4.2,4.9,1
Go Mini,3.3,31.8,411.0,44.04,4.3,4.8,0
eBike,12.0,23.6,406.0,17.11,4.4,4.4,0
Go Mini,4.4,32.9,400.0,25.85,3.4,4.3,1
Go Sedan,8.6,42.5,187.0,45.78,4.6,4.5,3
Auto,15.0,25.2,166.0,7.81,3.8,4.2,3
Premier Sedan,12.4,28.2,221.0,27.16,3.8,3.8,3
Go Mini,14.9,18.1,832.0,3.41,4.2,4.6,3
Go Sedan,11.5,27.5,855.0,24.18,4.3,4.8,3
Premier Sedan,8.7,27.5,528.0,39.51,4.0,4.3,4
Auto,12.4,41.5,869.0,28.97,4.1,4.2,3
Go Mini,5.6,20.4,445.0,19.86,4.1,4.6,3
Go Mini,13.1,23.9,1267.0,46.24,4.5,4.6,3
Bike,3.7,20.1,428.0,20.37,4.3,3.8,4
Premier Sedan,8.6,41.4,324.0,19.13,4.5,4.6,4
Go Sedan,3.2,36.5,89.0,30.85,3.3,4.6,1
Go Mini,5.0,20.7,898.0,34.42,3.0,4.9,3
Go Mini,3.6,38.0,855.0,6.11,3.8,4.2,0
Premier Sedan,11.1,30.1,821.0,33.72,4.2,4.9,4
eBike,14.1,24.8,371.0,42.86,4.3,4.6,3
Go Mini,7.7,17.0,503.0,26.78,4.5,4.3,1
Go Sedan,11.9,32.0,664.0,15.41,4.9,4.7,0
Auto,11.7,37.4,259.0,40.3,4.6,4.8,3
Go Mini,7.6,29.5,161.0,49.38,3.8,3.8,3
Go Sedan,7.7,25.2,230.0,21.07,4.6,4.7,1
Bike,14.3,44.5,91.0,27.72,4.2,4.9,4
Premier Sedan,8.4,31.6,152.0,26.81,4.1,4.3,1
Auto,13.1,27.8,408.0,4.17,3.7,4.3,3
Go Sedan,4.8,29.7,713.0,12.72,3.9,3.8,0
Premier Sedan,4.7,37.8,275.0,48.78,3.4,4.3,1
Premier Sedan,7.6,33.5,245.0,48.48,4.4,4.5,3
Go Mini,14.2,15.8,496.0,35.38,3.6,3.7,3
eBike,6.9,32.3,1544.0,20.2,4.2,4.0,3
Go Mini,7.6,15.5,392.0,40.53,4.3,3.8,3
Go Mini,10.6,22.2,90.0,26.1,3.7,4.9,0
Go Sedan,13.8,35.4,363.0,9.16,4.3,4.9,4
Bike,5.5,40.1,371.0,36.16,3.9,4.6,3
Auto,7.4,37.8,740.0,47.44,4.6,4.2,3
Premier Sedan,2.4,22.0,1029.0,34.51,5.0,4.4,4
Go Mini,3.4,20.0,357.0,31.62,3.9,4.6,3
Go Sedan,8.5,39.6,141.0,5.47,4.3,4.9,0
Go Mini,11.1,16.8,674.0,35.28,3.8,4.8,2
Go Mini,11.1,44.4,931.0,29.23,4.7,4.2,0
Go Mini,7.0,17.0,664.0,22.18,3.2,5.0,0
Premier Sedan,9.7,31.5,63.0,15.38,4.4,4.2,2
Premier Sedan,10.2,18.2,212.0,20.4,4.3,4.7,3
Auto,12.1,19.3,488.0,37.23,3.1,4.4,0
Auto,13.7,36.6,483.0,40.76,4.4,4.4,3
Premier Sedan,4.4,15.8,400.0,8.34,4.3,4.4,1
Auto,5.5,36.3,218.0,38.96,3.7,4.9,3
Go Sedan,9.5,41.2,407.0,36.88,4.7,4.9,0
eBike,11.4,39.6,904.0,13.76,4.7,4.4,0
Auto,11.0,21.4,125.0,13.91,3.7,4.9,0
Bike,12.0,32.8,410.0,42.95,3.9,4.2,0
Auto,11.6,32.5,983.0,25.42,4.3,4.8,3
Premier Sedan,6.0,22.3,149.0,9.86,4.2,4.5,3
Bike,3.4,28.4,243.0,7.36,4.7,4.5,3
Go Mini,10.1,17.6,1087.0,42.75,4.3,4.4,3
Go Sedan,11.5,17.8,854.0,32.22,4.7,3.9,2
Bike,5.8,29.8,818.0,35.24,4.6,4.6,0
Auto,4.4,23.6,620.0,17.63,3.1,4.9,2
Go Sedan,14.6,40.3,556.0,11.56,3.2,4.6,3
Auto,7.3,24.6,652.0,47.1,4.2,4.3,0
Go Mini,4.0,40.7,399.0,14.59,4.3,4.3,4
Go Mini,2.6,23.8,662.0,7.96,4.6,3.2,3
Go Mini,8.3,42.8,743.0,46.76,4.3,3.5,3
Go Sedan,8.8,36.0,865.0,24.67,4.6,4.8,1
Premier Sedan,7.6,44.2,222.0,24.33,4.1,4.9,3
Auto,9.8,35.7,57.0,28.51,4.5,4.9,2
Go Sedan,13.7,39.5,104.0,43.67,4.3,4.0,3
Bike,10.8,42.1,1241.0,29.38,4.2,4.2,2
Go Sedan,14.1,20.5,95.0,25.04,3.8,4.6,1
Auto,7.8,21.8,266.0,28.28,4.7,4.3,4
eBike,7.3,15.5,694.0,28.75,4.4,4.7,1
Premier Sedan,12.6,27.7,375.0,31.28,4.1,4.3,4
Go Sedan,10.0,41.1,1459.0,38.97,4.5,4.3,1
Auto,2.3,16.5,174.0,41.64,4.3,4.2,3
eBike,8.0,18.6,416.0,22.34,4.1,3.5,0
Auto,7.9,23.4,1077.0,28.53,4.4,4.8,0
Go Mini,7.2,42.1,491.0,10.77,4.2,4.3,3
Auto,4.7,39.7,394.0,45.56,4.7,4.8,0
Bike,3.8,15.5,325.0,34.05,4.9,4.5,1
Auto,9.2,20.4,956.0,7.0,4.7,4.1,0
Go Mini,11.3,31.7,214.0,18.39,4.2,4.2,3
Auto,11.0,37.7,352.0,2.65,4.3,4.2,2
Go Sedan,8.8,39.2,561.0,7.47,4.6,4.0,3
Go Mini,5.0,37.1,109.0,49.32,4.2,4.8,4
Go Mini,2.7,42.3,1268.0,30.38,3.9,3.8,4
Auto,13.7,18.4,83.0,39.83,4.1,4.3,0
Bike,12.6,17.7,300.0,36.45,4.9,4.6,2
Go Mini,7.7,43.8,275.0,23.54,4.6,3.7,0
Auto,6.1,44.7,557.0,26.49,4.5,5.0,2
Bike,7.4,35.2,919.0,2.14,3.8,4.6,0
Go Mini,14.9,30.5,135.0,43.35,4.2,4.6,3
Uber XL,10.8,24.9,1052.0,37.62,4.2,4.2,4
Bike,9.2,37.9,484.0,31.48,3.7,4.3,1
Auto,6.1,30.0,849.0,34.05,4.3,5.0,0
Premier Sedan,5.6,21.3,407.0,14.91,4.4,4.6,3
Auto,2.6,28.0,542.0,26.7,3.8,4.1,0
Premier Sedan,9.1,38.1,1461.0,44.3,4.4,5.0,0
Auto,12.2,36.7,298.0,31.23,4.3,4.7,0
Auto,7.4,33.7,139.0,41.91,4.2,4.2,1
Premier Sedan,9.4,16.5,297.0,30.75,3.9,4.3,2
Bike,6.0,41.6,331.0,31.38,4.2,4.3,2
Go Mini,4.5,17.7,307.0,9.91,4.6,4.6,3
Bike,11.7,18.1,739.0,36.6,4.2,4.2,3
Go Sedan,10.0,23.8,820.0,32.93,4.2,4.9,4
Auto,6.6,19.6,2060.0,29.61,4.6,4.3,4
Auto,8.3,16.8,336.0,41.67,4.2,4.4,3
Auto,4.0,34.6,413.0,4.08,4.9,3.3,3
Go Mini,4.6,32.4,273.0,10.92,3.8,4.3,3
Go Mini,10.9,32.9,947.0,16.52,3.9,4.2,0
Auto,3.8,23.5,135.0,18.26,4.3,4.6,2
Auto,9.6,39.8,626.0,20.31,4.3,4.2,3
Go Mini,7.3,39.5,582.0,34.08,4.6,4.9,0
Auto,14.3,17.9,332.0,49.36,4.6,3.1,0
Auto,14.2,44.8,741.0,21.11,4.5,4.8,0
Go Sedan,2.9,22.8,148.0,25.88,4.2,4.4,3
Go Mini,11.5,26.9,106.0,43.23,4.7,4.3,2
Premier Sedan,6.0,26.0,1072.0,43.56,4.1,4.9,0
Go Mini,6.9,15.9,3453.0,18.13,4.1,4.1,0
Go Sedan,3.8,39.1,164.0,26.19,4.1,4.4,1
Go Sedan,7.6,35.1,819.0,14.9,4.7,4.2,2
Bike,12.0,28.8,853.0,25.15,4.2,3.7,3
Go Sedan,3.2,35.7,1384.0,24.35,4.6,4.8,1
Auto,11.6,15.8,794.0,23.09,3.8,4.2,4
Go Sedan,14.7,17.0,92.0,46.1,4.4,3.2,0
Premier Sedan,13.8,43.6,413.0,18.16,4.4,4.5,3
Go Mini,13.6,25.8,297.0,21.13,4.3,4.6,0
Auto,14.3,17.6,1150.0,46.37,4.5,4.7,2
eBike,14.4,27.4,701.0,32.57,4.4,4.2,4
Bike,10.1,38.6,92.0,46.98,3.8,3.8,3
Go Sedan,12.2,31.4,52.0,46.04,4.7,5.0,2
Auto,7.2,23.6,317.0,40.55,4.3,4.2,0
Auto,14.8,16.0,388.0,48.17,4.3,4.6,3
Bike,5.2,21.6,381.0,2.5,4.4,4.9,1
Go Mini,14.2,24.3,459.0,20.39,4.3,4.3,3
eBike,13.3,40.2,195.0,16.55,3.9,4.5,3
eBike,14.5,17.5,354.0,33.35,4.3,4.2,0
Bike,3.7,24.2,145.0,9.09,4.4,4.3,3
Go Mini,6.7,28.6,386.0,19.31,3.8,4.1,0
Bike,10.6,33.0,198.0,18.04,3.8,4.3,3
Auto,9.3,15.1,620.0,43.51,4.4,4.3,3
Go Mini,12.1,32.1,661.0,33.49,4.2,5.0,0
eBike,6.9,44.7,354.0,49.59,4.3,5.0,0
Go Sedan,7.5,37.9,390.0,19.15,4.2,4.1,3
Auto,4.1,43.4,243.0,25.73,3.8,4.9,3
Premier Sedan,14.1,17.2,865.0,33.96,3.6,4.6,3
Go Mini,8.5,19.0,50.0,37.08,3.3,4.4,3
Bike,12.2,17.6,582.0,48.97,4.5,4.2,3
Auto,5.5,31.8,419.0,2.38,4.9,4.5,1
Premier Sedan,13.4,26.6,489.0,24.79,4.1,4.8,0
Go Mini,5.2,25.7,248.0,5.93,4.6,3.3,3
Bike,2.9,42.5,359.0,28.71,4.2,4.5,0
Auto,10.1,34.9,1643.0,30.78,3.5,4.1,4
Go Mini,14.7,44.8,357.0,5.61,4.7,4.6,4
Auto,7.7,43.2,1046.0,11.6,3.3,4.3,3
Auto,12.6,39.8,887.0,28.28,4.4,4.9,4
Go Sedan,5.4,18.8,176.0,15.09,4.2,4.3,0
Bike,6.8,40.8,467.0,14.72,3.3,4.3,0
Auto,3.4,24.9,939.0,9.07,4.3,4.6,3
Go Mini,12.0,44.4,462.0,47.17,3.1,4.1,3
Bike,8.2,23.0,335.0,47.21,3.7,4.8,4
Premier Sedan,3.7,31.9,332.0,48.7,3.3,5.0,3
Go Mini,11.7,15.9,960.0,34.11,4.6,5.0,2
Go Mini,13.5,38.0,3227.0,49.86,4.6,4.4,0
Auto,5.7,28.7,645.0,22.71,4.3,4.6,3
eBike,10.2,16.5,309.0,18.18,3.5,4.3,2
Premier Sedan,14.9,26.3,160.0,22.56,4.5,4.0,4
Go Mini,3.9,38.2,181.0,2.41,3.7,4.2,3
Bike,12.0,25.9,816.0,33.91,4.2,4.7,3
Go Sedan,5.8,25.1,137.0,36.57,3.2,4.2,3
Auto,4.6,41.8,352.0,27.89,4.7,5.0,3
